id,own_race,rating_qualified,rating_trust,rating_appliestome,income,risk_pre,messenger_race,messenger_role,video_length,nma_treat_original,nma_treat
8926,black,4,6,6,1,3,black,doc,short,0.0,0
18343,black,5,5,6,3,2,black,lay,short,1.0,0
16035,black,4,5,4,3,0,black,lay,short,0.0,0
7386,black,7,7,7,3,10,black,doc,short,,0
10631,white,5,5,5,1,1,black,doc,short,0.0,0
12608,black,5,5,6,3,7,black,lay,short,1.0,0
11664,black,1,6,4,3,4,black,lay,short,1.0,0
17724,black,7,7,7,7,3,white,doc,long,1.0,1
20412,black,7,7,6,5,1,white,doc,short,0.0,0
11215,black,6,6,6,2,6,black,doc,short,1.0,0
8862,white,7,7,7,5,4,black,doc,short,0.0,0
11941,black,6,6,7,11,1,black,lay,short,0.0,0
8936,white,6,6,6,3,5,black,doc,short,0.0,0
8758,white,4,6,4,1,7,black,doc,short,0.0,0
9966,black,6,6,6,12,4,black,lay,short,0.0,0
4217,white,7,6,6,2,8,white,doc,short,,0
19656,black,6,6,1,1,0,white,doc,short,1.0,0
8148,black,5,5,7,5,10,black,lay,short,0.0,0
6576,white,5,5,6,4,0,white,doc,short,,0
18304,white,5,4,5,4,5,white,doc,short,1.0,0
12107,black,6,6,6,1,0,black,doc,short,1.0,0
8915,white,6,6,5,5,3,black,doc,short,0.0,0
9509,white,6,6,6,4,2,white,doc,short,1.0,0
17554,white,5,4,5,11,0,white,doc,short,1.0,0
19231,white,4,6,4,3,9,black,doc,short,1.0,0
7455,black,5,5,5,1,0,white,doc,short,,0
10634,white,1,4,5,4,6,black,doc,short,0.0,0
8724,black,1,1,4,3,0,black,lay,short,1.0,0
14814,black,5,4,7,5,6,black,lay,short,0.0,0
19280,white,5,5,5,5,0,white,doc,short,1.0,0
10644,white,1,1,1,2,2,white,doc,short,0.0,0
17706,black,6,6,6,4,3,black,doc,short,1.0,0
6781,white,6,6,6,3,5,white,doc,short,,0
17003,white,5,5,5,5,2,white,doc,short,0.0,0
19496,black,7,4,1,11,10,black,doc,short,0.0,0
14737,black,1,1,1,3,0,white,doc,short,1.0,0
4139,white,5,6,5,2,0,white,doc,short,,0
17654,white,4,5,5,4,1,black,doc,short,0.0,0
12571,black,6,6,5,4,0,black,doc,short,1.0,0
10195,white,6,4,4,4,1,white,doc,short,0.0,0
15277,black,5,4,5,7,1,black,doc,short,0.0,0
15477,black,7,6,7,6,3,white,doc,long,1.0,1
20418,white,6,5,5,2,4,black,doc,short,1.0,0
8874,white,5,5,5,6,1,black,doc,short,1.0,0
15438,black,6,6,6,3,2,white,doc,short,1.0,0
18043,black,7,7,5,1,0,white,doc,short,1.0,0
14602,black,5,6,7,4,9,white,doc,short,0.0,0
6362,white,6,6,6,3,2,white,doc,short,,0
9314,white,6,6,4,3,3,white,doc,short,1.0,0
8333,black,6,6,5,7,0,white,doc,long,1.0,1
6672,white,4,4,6,7,2,black,doc,short,,0
13614,black,5,1,1,2,0,white,doc,short,0.0,0
7733,black,4,5,5,8,1,black,lay,short,,0
18225,black,7,7,5,2,0,white,doc,short,1.0,0
8751,white,7,7,7,5,10,black,doc,short,1.0,0
10106,white,6,5,6,4,5,black,doc,short,1.0,0
9073,black,4,6,5,9,7,white,doc,long,1.0,1
19403,black,6,6,6,11,0,white,doc,long,1.0,1
15443,black,5,5,5,6,0,black,doc,short,1.0,0
4634,black,6,7,6,1,2,black,doc,short,,0
5856,black,4,4,4,7,0,white,doc,long,,1
5056,black,5,6,6,4,2,black,lay,short,,0
5063,black,6,6,6,2,3,black,doc,short,,0
19759,black,5,6,5,2,5,white,doc,short,1.0,0
5391,black,1,1,1,1,0,white,doc,long,,1
5059,black,6,5,6,4,0,white,doc,short,,0
18723,black,6,6,6,3,0,white,doc,short,0.0,0
14619,black,5,6,5,7,4,white,doc,long,1.0,1
13441,black,6,6,6,1,0,white,doc,long,0.0,1
11151,white,5,6,5,3,3,black,doc,short,0.0,0
9636,black,6,6,6,3,0,white,doc,short,0.0,0
19049,black,5,5,5,3,0,white,doc,long,0.0,1
18693,black,5,5,5,2,0,white,doc,long,1.0,1
9708,black,5,5,5,11,2,white,doc,long,1.0,1
4308,black,5,5,5,4,9,white,doc,long,,1
4558,black,6,6,6,2,0,black,lay,short,,0
7352,black,5,5,5,1,0,black,lay,short,,0
19048,black,5,5,5,1,0,black,lay,short,0.0,0
4080,black,7,6,5,3,0,white,doc,short,,0
4377,black,5,5,5,5,5,white,doc,long,,1
7637,black,6,6,5,3,0,white,doc,long,,1
6504,white,6,5,5,4,0,black,doc,short,,0
20628,black,6,6,6,11,1,black,doc,short,1.0,0
5201,black,6,6,6,11,1,black,doc,short,,0
13798,black,5,5,6,2,0,white,doc,long,0.0,1
12052,black,5,5,6,1,0,white,doc,short,1.0,0
15424,white,6,6,6,2,3,black,doc,short,1.0,0
8396,white,5,5,5,6,7,white,doc,short,0.0,0
12930,black,7,7,7,4,3,white,doc,short,1.0,0
15907,black,5,5,6,2,0,black,lay,short,1.0,0
20332,white,5,5,5,1,10,black,doc,short,1.0,0
15499,white,5,1,5,3,10,white,doc,short,0.0,0
6667,white,5,5,5,3,0,black,doc,short,,0
10335,white,5,5,7,6,3,white,doc,short,1.0,0
12265,black,5,4,5,3,3,white,doc,long,1.0,1
5345,black,5,5,5,4,0,white,doc,short,,0
6240,white,6,5,4,1,0,white,doc,short,,0
11849,black,6,6,5,3,3,black,lay,short,0.0,0
10452,black,6,6,7,3,9,black,lay,short,1.0,0
17691,white,6,5,5,10,5,black,doc,short,1.0,0
7367,black,5,5,7,5,0,black,doc,short,,0
4548,black,7,7,7,12,10,black,lay,short,,0
8210,white,6,6,6,6,2,black,doc,short,0.0,0
13034,black,6,5,7,5,0,black,doc,short,1.0,0
18857,black,6,6,6,1,6,black,doc,short,1.0,0
19080,black,1,4,1,11,0,black,lay,short,1.0,0
10986,white,6,6,6,3,9,white,doc,short,1.0,0
15802,black,6,6,6,9,5,black,doc,short,0.0,0
5805,black,7,7,7,7,0,black,lay,short,,0
8441,white,6,6,6,5,0,black,doc,short,1.0,0
7541,black,5,5,5,3,10,white,doc,short,,0
14825,black,6,6,5,5,5,white,doc,short,1.0,0
20082,black,6,6,6,2,4,black,doc,short,0.0,0
18063,black,5,5,7,7,5,black,doc,short,0.0,0
14718,black,7,7,6,8,3,white,doc,long,1.0,1
16946,white,5,5,6,4,2,white,doc,short,0.0,0
10001,black,7,7,7,1,8,black,doc,short,1.0,0
17978,black,6,6,5,7,5,white,doc,long,0.0,1
11256,white,5,6,7,6,8,black,doc,short,0.0,0
7825,black,4,7,5,1,0,black,lay,short,,0
15430,white,6,6,6,2,3,white,doc,short,1.0,0
8625,white,6,6,7,4,4,white,doc,short,1.0,0
17730,white,5,5,5,1,5,white,doc,short,0.0,0
16462,white,4,5,6,7,7,black,doc,short,1.0,0
13102,black,7,7,7,2,0,white,doc,long,0.0,1
8945,white,5,5,7,5,9,black,doc,short,1.0,0
5505,white,7,6,7,2,5,white,doc,short,,0
8008,black,6,6,6,6,5,white,doc,long,,1
9400,black,6,6,6,4,7,black,lay,short,0.0,0
10377,white,5,6,5,1,6,black,doc,short,1.0,0
16715,white,6,6,6,5,3,white,doc,short,0.0,0
16832,white,6,6,6,2,3,white,doc,short,0.0,0
8823,white,6,5,7,4,0,black,doc,short,0.0,0
6464,white,5,5,7,3,4,black,doc,short,,0
9043,white,7,7,5,4,0,black,doc,short,0.0,0
9369,white,5,5,5,1,0,white,doc,short,1.0,0
9190,white,7,7,7,2,4,white,doc,short,0.0,0
17861,white,7,7,6,5,5,black,doc,short,0.0,0
19761,black,6,4,6,4,0,white,doc,long,0.0,1
15981,black,5,5,6,7,0,black,doc,short,1.0,0
11007,white,7,7,7,3,5,black,doc,short,1.0,0
10725,white,5,5,5,4,0,white,doc,short,1.0,0
8595,white,5,5,5,9,3,white,doc,short,1.0,0
7230,black,5,6,7,4,0,black,lay,short,,0
14550,black,5,5,6,1,4,white,doc,short,1.0,0
17803,black,6,7,6,3,3,white,doc,short,1.0,0
20065,black,5,5,5,6,0,black,doc,short,1.0,0
19423,black,1,1,1,3,0,white,doc,short,0.0,0
6172,white,7,7,7,3,10,black,doc,short,,0
15034,black,7,7,5,7,1,black,doc,short,1.0,0
7824,black,5,5,5,6,0,white,doc,short,,0
16396,white,4,5,6,4,5,black,doc,short,1.0,0
5108,white,7,7,6,7,3,black,doc,short,,0
20488,white,5,6,6,4,2,black,doc,short,1.0,0
3991,white,6,7,6,5,8,black,doc,short,,0
8598,white,6,6,6,2,0,black,doc,short,0.0,0
18726,black,7,7,7,4,3,black,doc,short,1.0,0
12143,black,6,6,6,2,1,black,doc,short,0.0,0
10605,white,5,5,7,3,1,black,doc,short,1.0,0
9710,white,7,7,7,10,6,white,doc,short,1.0,0
5518,white,5,6,6,2,5,white,doc,short,,0
5946,white,7,7,6,4,3,white,doc,short,,0
15902,black,6,6,6,6,2,white,doc,long,1.0,1
9609,white,6,6,7,4,10,white,doc,short,1.0,0
6028,white,6,6,6,8,0,white,doc,short,,0
6155,white,5,5,4,2,0,white,doc,short,,0
7223,black,6,6,6,4,2,white,doc,long,,1
19246,white,7,6,6,5,3,white,doc,short,0.0,0
15533,white,5,5,7,5,0,white,doc,short,0.0,0
17182,black,5,1,5,2,0,white,doc,short,1.0,0
3964,white,6,6,6,5,4,black,doc,short,,0
10625,white,6,7,6,5,5,black,doc,short,0.0,0
17520,white,5,6,6,12,4,white,doc,short,0.0,0
6182,white,6,7,6,3,1,black,doc,short,,0
6390,white,6,6,6,9,5,black,doc,short,,0
8906,white,7,7,7,5,3,white,doc,short,1.0,0
15855,black,7,7,7,8,3,black,doc,short,0.0,0
18482,black,1,4,7,7,1,black,lay,short,1.0,0
6026,white,6,5,6,8,5,black,doc,short,,0
11358,white,5,5,7,11,1,black,doc,short,1.0,0
7255,black,6,6,6,3,5,black,doc,short,,0
4732,black,4,5,6,5,4,black,lay,short,,0
10463,white,6,5,7,6,4,white,doc,short,0.0,0
6527,white,6,6,6,1,2,white,doc,short,,0
8372,white,5,4,5,2,2,white,doc,short,1.0,0
17547,black,5,6,6,3,1,white,doc,short,1.0,0
7775,black,5,1,1,1,0,white,doc,short,,0
11495,white,4,4,5,5,2,white,doc,short,1.0,0
17395,white,5,1,1,3,0,white,doc,short,1.0,0
5252,black,7,7,7,6,5,white,doc,long,,1
7489,black,5,5,5,2,0,black,lay,short,,0
5311,black,6,6,7,4,7,black,doc,short,,0
9909,black,5,5,5,5,8,black,lay,short,0.0,0
4479,black,4,1,4,3,0,white,doc,short,,0
18839,black,6,6,5,2,0,black,doc,short,1.0,0
17699,black,6,5,4,2,0,white,doc,long,0.0,1
4005,white,5,4,5,4,0,white,doc,short,,0
3960,white,1,1,1,10,2,black,doc,short,,0
6913,white,1,5,4,1,0,black,doc,short,,0
9577,black,5,5,1,7,0,black,lay,short,0.0,0
6425,white,4,4,4,5,0,black,doc,short,,0
4738,black,4,4,4,3,2,white,doc,short,,0
12046,black,5,5,5,3,0,black,doc,short,1.0,0
4997,black,5,5,5,4,0,black,doc,short,,0
8819,white,4,1,4,4,4,white,doc,short,1.0,0
9080,white,4,5,5,7,2,white,doc,short,1.0,0
4525,black,4,5,1,6,0,black,doc,short,,0
4042,black,5,1,1,2,7,black,doc,short,,0
3968,white,1,1,1,2,0,black,doc,short,,0
8806,white,5,1,1,2,8,white,doc,short,0.0,0
8439,white,5,5,5,1,0,white,doc,short,0.0,0
18211,black,1,1,1,2,0,black,lay,short,0.0,0
15350,black,5,5,6,3,1,white,doc,short,1.0,0
15407,white,6,5,5,6,4,black,doc,short,0.0,0
12115,black,6,4,6,1,0,white,doc,long,1.0,1
4770,black,5,7,7,2,1,black,lay,short,,0
9743,black,1,1,1,1,8,white,doc,short,1.0,0
9231,black,1,5,5,4,5,black,lay,short,1.0,0
10344,white,5,5,5,3,0,black,doc,short,0.0,0
10814,white,6,6,6,1,2,white,doc,short,1.0,0
11135,white,5,4,6,4,2,white,doc,short,0.0,0
6228,white,5,1,5,5,0,black,doc,short,,0
10162,white,1,1,1,1,2,white,doc,short,1.0,0
14832,black,7,5,5,3,0,white,doc,short,0.0,0
19669,black,4,4,4,1,0,black,lay,short,1.0,0
19086,black,1,1,5,3,0,white,doc,short,1.0,0
17375,white,5,5,1,2,0,black,doc,short,0.0,0
8417,white,6,5,5,6,3,black,doc,short,1.0,0
19199,white,4,4,4,1,5,white,doc,short,1.0,0
14137,black,5,1,7,1,0,white,doc,short,0.0,0
4282,white,5,6,6,6,5,white,doc,short,,0
11329,white,4,4,4,7,3,black,doc,short,0.0,0
17578,white,5,5,5,10,0,black,doc,short,0.0,0
11369,black,5,1,1,2,0,white,doc,long,1.0,1
9284,white,1,1,1,6,5,black,doc,short,1.0,0
5545,white,5,4,4,1,0,black,doc,short,,0
17604,black,6,5,6,1,0,white,doc,short,1.0,0
6823,white,4,5,5,6,4,white,doc,short,,0
15444,white,6,5,4,4,0,white,doc,short,0.0,0
10202,white,1,4,4,3,1,black,doc,short,1.0,0
11019,white,5,5,5,7,0,black,doc,short,1.0,0
12057,black,5,5,5,2,5,white,doc,short,1.0,0
18313,white,5,5,5,4,0,white,doc,short,0.0,0
17958,white,5,5,5,8,2,black,doc,short,0.0,0
12857,black,1,1,1,3,10,white,doc,long,1.0,1
6440,white,5,5,6,5,1,white,doc,short,,0
8401,white,5,5,5,1,3,white,doc,short,0.0,0
5369,black,5,6,5,2,1,white,doc,long,,1
4878,black,1,1,1,1,0,black,lay,short,,0
12079,black,7,6,1,1,10,white,doc,long,1.0,1
13188,white,1,1,1,1,0,black,doc,short,0.0,0
5237,black,6,6,6,9,7,white,doc,long,,1
7506,black,5,5,4,2,3,white,doc,short,,0
4043,white,5,5,4,2,1,white,doc,short,,0
7928,black,1,1,5,8,0,black,lay,short,,0
5892,black,5,1,5,4,0,white,doc,long,,1
4331,black,4,5,4,5,8,white,doc,short,,0
8887,white,5,5,4,8,3,black,doc,short,1.0,0
9535,white,4,4,5,6,0,black,doc,short,1.0,0
19398,black,6,5,4,6,0,black,doc,short,0.0,0
8805,black,6,5,6,4,0,white,doc,long,1.0,1
15421,white,1,1,4,2,1,white,doc,short,0.0,0
18045,black,6,1,1,6,0,black,doc,short,0.0,0
16064,black,1,1,1,1,0,black,lay,short,0.0,0
19449,black,5,5,5,2,3,white,doc,short,0.0,0
14901,black,7,7,5,3,6,white,doc,short,0.0,0
12416,black,4,4,5,3,5,white,doc,long,1.0,1
18750,black,6,6,6,2,0,white,doc,long,0.0,1
6517,white,5,6,6,2,5,white,doc,short,,0
5325,black,7,7,6,2,4,black,lay,short,,0
14123,black,7,6,5,8,2,white,doc,long,1.0,1
12453,black,7,7,6,5,0,white,doc,short,1.0,0
18122,black,4,4,6,4,5,white,doc,short,1.0,0
19364,white,5,5,6,8,2,white,doc,short,0.0,0
9927,black,7,7,7,5,0,black,doc,short,0.0,0
9048,white,5,4,6,7,5,black,doc,short,1.0,0
6310,white,5,5,5,3,0,black,doc,short,,0
11056,white,5,5,7,7,2,black,doc,short,1.0,0
4301,white,6,6,6,4,5,black,doc,short,,0
8827,black,5,4,4,11,0,black,lay,short,1.0,0
6593,white,1,1,1,4,0,white,doc,short,,0
7516,black,5,5,6,6,0,white,doc,short,,0
19132,white,5,5,6,4,3,black,doc,short,0.0,0
11444,white,5,6,6,4,7,black,doc,short,0.0,0
4713,white,5,6,6,5,1,white,doc,short,,0
10416,black,5,4,7,1,0,black,lay,short,1.0,0
11291,white,7,7,6,8,2,black,doc,short,0.0,0
9430,white,6,6,6,9,8,black,doc,short,1.0,0
11452,black,5,5,5,2,0,white,doc,long,1.0,1
17692,black,5,5,6,7,0,black,lay,short,1.0,0
8852,white,6,5,4,8,3,black,doc,short,1.0,0
12925,black,1,1,5,6,3,black,lay,short,0.0,0
3940,black,5,5,5,1,0,black,lay,short,,0
11107,white,4,4,5,6,4,white,doc,short,1.0,0
14132,black,5,5,6,4,1,black,lay,short,1.0,0
8809,white,7,7,7,3,0,black,doc,short,0.0,0
17782,white,5,5,5,1,3,black,doc,short,0.0,0
9176,white,1,6,6,6,3,white,doc,short,0.0,0
14205,black,5,5,6,3,5,black,doc,short,0.0,0
6898,white,5,5,7,2,5,black,doc,short,,0
5549,white,5,4,4,8,3,white,doc,short,,0
4740,black,5,5,4,7,2,black,doc,short,,0
6656,white,7,7,6,1,1,black,doc,short,,0
10306,white,6,4,4,1,4,white,doc,short,1.0,0
5919,white,7,7,7,1,5,black,doc,short,,0
10992,white,5,5,4,3,1,black,doc,short,0.0,0
8454,white,6,6,6,2,5,white,doc,short,0.0,0
11532,black,6,5,6,4,6,white,doc,long,0.0,1
9536,white,1,1,5,2,6,white,doc,short,1.0,0
11170,black,1,1,1,1,0,black,doc,short,1.0,0
15039,white,5,5,1,2,0,white,doc,short,1.0,0
5087,black,5,5,4,2,2,white,doc,long,,1
20431,white,6,5,5,9,2,white,doc,short,1.0,0
20251,black,7,5,5,1,0,black,doc,short,1.0,0
15690,black,6,6,6,6,0,black,doc,short,0.0,0
4115,black,6,6,4,4,1,black,lay,short,,0
19511,black,5,5,5,1,5,black,lay,short,1.0,0
14051,black,5,5,5,1,0,black,lay,short,1.0,0
4652,black,5,6,6,9,4,black,lay,short,,0
7252,black,6,6,5,7,0,white,doc,long,,1
8886,white,5,5,6,10,7,white,doc,short,0.0,0
20354,white,5,5,6,6,1,black,doc,short,0.0,0
9990,black,5,5,5,7,1,black,lay,short,0.0,0
12653,black,1,1,1,1,0,black,lay,short,0.0,0
18183,black,5,5,1,11,5,white,doc,short,0.0,0
4853,black,6,6,6,4,1,black,doc,short,,0
13817,black,7,7,7,11,0,black,doc,short,1.0,0
18781,black,5,5,4,7,0,white,doc,long,1.0,1
4078,white,6,6,5,8,0,white,doc,short,,0
18438,white,5,6,1,9,0,white,doc,short,1.0,0
13202,black,5,1,7,3,3,white,doc,short,0.0,0
8074,black,6,6,4,7,0,black,doc,short,1.0,0
5949,white,6,6,7,4,5,white,doc,short,,0
20319,white,5,1,5,11,3,black,doc,short,1.0,0
8857,black,5,5,7,7,0,white,doc,short,1.0,0
18966,black,6,4,4,2,0,white,doc,long,0.0,1
9574,white,5,5,5,4,0,white,doc,short,0.0,0
10884,white,6,6,6,8,3,black,doc,short,1.0,0
6086,white,6,5,5,3,1,black,doc,short,,0
17982,black,5,5,1,2,6,black,lay,short,1.0,0
8356,white,5,5,6,4,5,white,doc,short,0.0,0
11026,white,6,6,7,4,10,white,doc,short,0.0,0
13212,white,5,6,6,2,5,white,doc,short,0.0,0
8045,black,4,4,1,2,0,black,doc,short,,0
5348,black,5,5,5,3,0,black,doc,short,,0
10241,white,6,6,6,7,4,black,doc,short,0.0,0
6871,white,5,6,7,4,5,white,doc,short,,0
6021,white,6,6,6,3,2,white,doc,short,,0
7729,black,7,5,6,5,5,black,doc,short,,0
19200,white,6,5,6,5,4,black,doc,short,0.0,0
18827,black,6,5,5,1,0,white,doc,short,1.0,0
20079,black,6,6,5,4,0,white,doc,long,1.0,1
15945,black,7,7,7,11,0,white,doc,short,0.0,0
8969,white,6,6,6,5,7,black,doc,short,1.0,0
6305,white,6,6,6,4,3,black,doc,short,,0
6249,white,5,1,6,3,3,black,doc,short,,0
8541,white,6,7,6,6,1,black,doc,short,0.0,0
14762,black,5,7,5,2,6,white,doc,short,0.0,0
13790,black,5,6,6,2,0,black,doc,short,0.0,0
4036,white,5,6,5,7,1,black,doc,short,,0
20047,black,7,5,6,3,0,black,doc,short,0.0,0
20374,black,6,6,6,2,4,black,lay,short,0.0,0
19687,black,7,7,7,1,2,black,doc,short,1.0,0
4124,white,6,7,6,2,9,black,doc,short,,0
8686,white,7,7,7,3,5,black,doc,short,0.0,0
5232,black,5,7,7,9,2,white,doc,long,,1
18994,black,4,6,6,3,0,black,lay,short,1.0,0
8685,white,6,4,5,5,4,black,doc,short,1.0,0
14078,black,6,6,6,2,0,black,doc,short,0.0,0
18022,black,5,5,5,3,4,black,doc,short,0.0,0
4797,black,5,5,5,2,0,black,lay,short,,0
15549,white,5,5,5,8,2,black,doc,short,1.0,0
4223,white,6,7,6,5,4,black,doc,short,,0
14052,black,6,5,6,3,3,white,doc,long,0.0,1
4623,black,5,5,6,3,3,white,doc,short,,0
10038,black,6,6,6,4,2,white,doc,long,0.0,1
5438,black,6,6,6,5,3,white,doc,long,,1
11492,white,6,5,6,4,0,white,doc,short,1.0,0
12784,black,5,5,5,4,0,white,doc,short,1.0,0
4060,white,5,5,7,6,1,black,doc,short,,0
12411,black,5,5,7,1,10,black,lay,short,1.0,0
6191,black,5,5,7,6,0,white,doc,short,,0
15751,black,6,4,6,1,3,black,lay,short,0.0,0
8374,white,5,5,6,9,5,black,doc,short,0.0,0
5781,black,4,4,4,3,0,white,doc,long,,1
19427,black,6,6,6,2,0,black,doc,short,0.0,0
8187,white,5,5,5,1,0,black,doc,short,1.0,0
12211,black,7,7,7,1,1,white,doc,long,1.0,1
13633,black,7,6,6,4,3,white,doc,short,0.0,0
11927,black,5,5,6,1,0,black,lay,short,0.0,0
8934,white,5,5,5,7,2,white,doc,short,0.0,0
13640,black,7,7,7,3,1,white,doc,long,0.0,1
15440,black,6,6,5,5,0,black,lay,short,0.0,0
12585,black,6,6,7,1,0,black,lay,short,1.0,0
19131,white,7,7,7,7,5,white,doc,short,1.0,0
8826,black,5,6,7,8,3,black,lay,short,0.0,0
19732,black,7,7,7,2,0,white,doc,long,0.0,1
9860,black,4,5,5,3,2,black,lay,short,0.0,0
4769,black,7,7,7,5,5,white,doc,long,,1
5125,black,6,6,5,6,1,white,doc,long,,1
6331,white,6,5,5,2,0,black,doc,short,,0
4871,black,5,4,4,1,0,black,doc,short,,0
17995,black,6,6,5,8,0,white,doc,short,1.0,0
10799,white,7,6,5,6,0,black,doc,short,1.0,0
9507,white,7,7,7,6,7,black,doc,short,0.0,0
16210,black,7,7,5,3,4,white,doc,long,0.0,1
9866,black,5,5,5,1,0,white,doc,short,0.0,0
7615,black,7,7,5,2,0,black,doc,short,,0
20061,black,4,5,5,6,3,white,doc,short,1.0,0
18465,black,6,6,5,1,5,white,doc,short,0.0,0
6361,white,6,6,6,2,7,white,doc,short,,0
4442,black,7,7,5,4,0,white,doc,short,,0
18678,black,6,6,4,1,1,black,lay,short,1.0,0
15786,black,5,5,5,5,0,black,doc,short,0.0,0
20179,black,7,7,7,4,1,white,doc,long,0.0,1
12287,black,6,6,6,3,4,white,doc,long,1.0,1
6703,white,5,5,6,6,4,white,doc,short,,0
16974,black,5,5,6,3,3,white,doc,long,0.0,1
6313,white,5,5,6,7,0,white,doc,short,,0
16243,white,5,5,6,11,0,black,doc,short,1.0,0
20467,black,5,5,5,3,0,white,doc,short,0.0,0
15681,black,6,6,6,2,0,white,doc,long,1.0,1
6134,white,5,6,6,5,2,white,doc,short,,0
4572,white,6,6,6,3,10,black,doc,short,,0
11008,white,6,6,7,5,9,white,doc,short,0.0,0
4447,black,6,6,6,2,6,black,doc,short,,0
12159,black,1,1,6,4,0,white,doc,short,0.0,0
13072,black,6,6,4,1,5,black,lay,short,0.0,0
16128,black,6,5,7,8,2,white,doc,short,1.0,0
4014,white,5,6,6,9,0,white,doc,short,,0
19283,white,5,7,7,2,0,black,doc,short,0.0,0
13101,black,7,7,7,1,0,black,lay,short,1.0,0
10665,white,5,5,6,5,5,black,doc,short,0.0,0
9416,white,5,5,6,4,5,white,doc,short,0.0,0
20386,black,5,6,6,3,0,black,doc,short,0.0,0
15739,black,5,5,6,4,8,white,doc,long,0.0,1
7953,black,7,7,6,3,0,black,doc,short,,0
11103,black,7,7,7,4,0,white,doc,short,0.0,0
6567,white,5,5,5,1,10,white,doc,short,,0
7838,black,7,7,5,5,0,white,doc,long,,1
20292,white,5,7,7,2,5,white,doc,short,0.0,0
8510,white,6,5,6,2,0,white,doc,short,0.0,0
9075,black,5,5,7,7,6,black,doc,short,0.0,0
12877,black,7,7,7,2,3,white,doc,short,1.0,0
5126,black,5,5,5,1,5,black,lay,short,,0
10900,white,7,7,7,3,2,black,doc,short,1.0,0
13014,black,7,7,7,4,1,black,doc,short,1.0,0
7280,black,7,6,6,1,1,white,doc,short,,0
5880,black,5,5,5,6,0,black,lay,short,,0
9422,black,5,6,6,3,2,black,doc,short,0.0,0
12954,black,5,4,6,7,2,black,doc,short,1.0,0
10238,white,5,4,5,2,2,black,doc,short,1.0,0
4790,black,6,6,5,1,5,white,doc,short,,0
15442,white,5,5,5,2,0,black,doc,short,1.0,0
11790,black,5,4,5,6,1,white,doc,long,1.0,1
12568,black,7,5,5,3,0,white,doc,long,1.0,1
6438,white,6,5,1,12,5,black,doc,short,,0
7743,black,6,5,5,1,0,white,doc,short,,0
11857,black,5,1,7,7,0,black,doc,short,0.0,0
9017,white,6,5,5,3,4,black,doc,short,1.0,0
11776,black,5,6,6,3,2,white,doc,long,0.0,1
4147,white,5,5,4,12,0,white,doc,short,,0
7498,black,6,5,5,2,0,black,doc,short,,0
10705,white,1,1,1,5,3,black,doc,short,0.0,0
14685,black,4,4,5,8,3,black,lay,short,0.0,0
4809,black,5,5,5,4,4,white,doc,long,,1
8818,white,5,5,4,6,3,white,doc,short,1.0,0
4684,black,5,5,5,5,1,black,doc,short,,0
6877,white,5,5,5,7,1,black,doc,short,,0
17880,white,4,1,4,8,0,black,doc,short,1.0,0
5307,black,5,5,1,6,0,white,doc,short,,0
13890,black,5,5,6,2,3,white,doc,short,1.0,0
15570,white,5,5,6,3,3,black,doc,short,1.0,0
7826,black,7,6,4,3,0,black,doc,short,,0
17364,white,5,5,5,2,0,white,doc,short,1.0,0
6609,white,5,5,6,4,0,black,doc,short,,0
10950,white,6,5,5,3,3,white,doc,short,1.0,0
18570,black,6,1,6,4,0,white,doc,long,1.0,1
8829,white,4,4,6,6,2,white,doc,short,1.0,0
9320,black,5,5,5,3,0,white,doc,long,0.0,1
8420,white,5,5,5,8,5,black,doc,short,1.0,0
5862,black,7,6,6,2,5,white,doc,long,,1
11410,white,5,5,6,3,1,white,doc,short,1.0,0
9058,white,5,5,5,7,0,white,doc,short,1.0,0
8581,white,6,5,1,2,0,black,doc,short,1.0,0
13399,white,5,5,6,3,4,black,doc,short,1.0,0
14666,black,5,1,6,6,0,black,doc,short,1.0,0
8185,white,4,4,5,5,1,white,doc,short,0.0,0
6595,white,5,5,5,3,0,black,doc,short,,0
4419,black,5,5,5,2,0,black,doc,short,,0
10160,white,5,4,5,8,5,black,doc,short,0.0,0
5836,black,1,1,1,4,0,black,doc,short,,0
12892,black,7,7,7,1,1,white,doc,long,1.0,1
8668,black,6,6,6,6,5,black,doc,short,1.0,0
8328,white,7,7,4,4,5,black,doc,short,0.0,0
9604,white,5,5,5,2,5,white,doc,short,1.0,0
9579,white,5,5,5,3,1,white,doc,short,1.0,0
12456,black,4,4,4,1,0,black,doc,short,0.0,0
19791,black,5,5,5,11,0,black,doc,short,0.0,0
13416,white,7,7,7,8,2,white,doc,short,1.0,0
9123,black,6,6,6,5,2,white,doc,short,1.0,0
12694,black,5,5,6,3,5,black,lay,short,1.0,0
15090,black,7,7,7,4,5,white,doc,long,0.0,1
8607,white,5,6,7,6,5,white,doc,short,1.0,0
4959,black,7,5,7,2,6,black,doc,short,,0
20126,black,5,6,4,11,0,white,doc,short,0.0,0
6448,white,6,6,6,3,0,black,doc,short,,0
17380,white,6,6,6,3,2,black,doc,short,1.0,0
5119,black,5,5,4,1,3,black,doc,short,,0
9584,white,6,6,6,4,3,black,doc,short,0.0,0
8241,white,5,4,6,3,5,white,doc,short,1.0,0
16398,white,5,5,7,12,5,black,doc,short,0.0,0
6317,white,5,5,7,8,1,white,doc,short,,0
9477,white,6,6,6,12,7,black,doc,short,1.0,0
